K1 Pt                          K2 Pt                           Phi Pt                         Delta Pt
2.9668550398e-01               3.0448906147e-01               5.4469517569e-01               5.6479389762e-02
2.0878735559e-01               1.9658423588e-01               4.0086919878e-01               4.5023926919e-03
2.0253293689e-01               1.5488004483e-01               2.5216749095e-01               1.0524549077e-01
1.1309047607e-01               9.7821125436e-02               2.0415749762e-01               6.7541038929e-03
6.3228159141e-01               7.1298804952e-01               1.3237342043e+00               2.1535436616e-02
1.3192573189e-01               2.0187903550e-01               2.6239647162e-01               7.1408295774e-02
1.2926883072e-01               2.5197208353e-01               3.6275379410e-01               1.8487120162e-02
2.1868671632e-01               2.6041656713e-01               4.6635202929e-01               1.2751254155e-02
2.1657055128e-01               1.8119436356e-01               3.9133097395e-01               6.4339408873e-03
1.3517042109e-01               2.5687978609e-01               3.4864823043e-01               4.3401976750e-02
4.6780722636e-01               2.0665241680e-01               6.6665987988e-01               7.7997632789e-03
4.1197297847e-01               4.5346631845e-01               8.2912711780e-01               3.6312179109e-02
1.3747543620e-02               2.9025353971e-02               2.2411524738e-02               2.0361372854e-02
1.0280137106e-01               1.7117421309e-01               1.1508416449e-01               1.5889141966e-01
5.6616157323e-02               1.1837296489e-01               8.9020752705e-02               8.5968369507e-02
1.8741776765e-01               2.0557642689e-01               3.2821035306e-01               6.4783841482e-02
3.9615636905e-01               1.6133631137e-01               5.4461510965e-01               1.2877570767e-02
4.6135509560e-02               8.6922788108e-02               1.2221166888e-01               1.0846628788e-02
1.4390391193e-01               7.8508322035e-02               6.6942477186e-02               1.5546975678e-01
1.4986314830e-01               1.2561154861e-01               1.3898211429e-01               1.3649258262e-01
2.0256611289e-01               1.7751961475e-01               3.7317324520e-01               6.9124824370e-03
1.9344481962e-01               1.7316727295e-01               3.3580859639e-01               3.0803496186e-02
1.4385280992e-01               2.4916717627e-01               3.8240255410e-01               1.0617432092e-02
7.0515240923e-01               6.7660775716e-01               1.3601532477e+00               2.1606918735e-02
8.1218852443e-02               8.0336532361e-02               5.2047878459e-03               1.5635059696e-01
6.0848038055e-01               4.9679649328e-01               1.0787577246e+00               2.6519149185e-02
7.5591721341e-01               5.9115503712e-01               1.3305661251e+00               1.6506125386e-02
7.6476136315e-01               6.1591644795e-01               1.3639181625e+00               1.6759648554e-02
6.9625957074e-01               4.6916714250e-01               1.1488750611e+00               1.6551652159e-02
1.6722146639e-01               1.9399247996e-01               2.6367842490e-01               9.7535521442e-02
1.0552150370e-01               1.4447051217e-01               5.8323171669e-02               1.9166884420e-01
1.8860869690e-01               1.6398330796e-01               3.2664623130e-01               2.5945773563e-02
6.1692745175e-02               1.5957250737e-01               1.7166118887e-01               4.9604063675e-02
4.5961119845e-01               4.7416258157e-01               8.9955144042e-01               3.4222339599e-02
7.6149916592e-01               7.5298142259e-01               1.4990849947e+00               1.5395593855e-02
6.0398006756e-02               2.4040828525e-01               2.3403561787e-01               6.6770674136e-02
8.2429470316e-01               6.4903567047e-01               1.4585371612e+00               1.4793212455e-02
2.3187161860e-01               1.9968513977e-01               4.2141023924e-01               1.0146519123e-02
4.3854143283e-01               3.1918329283e-01               7.1920008601e-01               3.8524639653e-02
1.0359939265e-01               2.9161682758e-02               8.9281500667e-02               4.3479574736e-02
4.6793245058e-02               8.6042160481e-02               8.2533909788e-02               5.0301495750e-02
1.5321397635e-01               2.3951830713e-01               3.8687242076e-01               5.8598627200e-03
6.8236268319e-01               5.9491173015e-01               1.2615348639e+00               1.5739549448e-02
6.1345093969e-01               6.3283944772e-01               1.2317702279e+00               1.4520159532e-02
2.0524089434e-01               9.2788399900e-02               2.6052277430e-01               3.7506519936e-02
7.5781879747e-02               4.2954777651e-02               9.1209458977e-02               2.7527198421e-02
3.4619919047e-01               4.5281284118e-01               7.8129149495e-01               1.7720536698e-02
2.7577702203e-01               4.8917918562e-01               7.5149595538e-01               1.3460252265e-02
8.8129927253e-01               6.9266026999e-01               1.5583497793e+00               1.5609763219e-02
2.3957452626e-01               5.6743827858e-03               2.4235934736e-01               2.8895616823e-03
2.6438846241e-01               1.7425559559e-01               3.6474003325e-01               7.3904024752e-02
6.6285355821e-02               2.9871755831e-01               3.5783250913e-01               7.1704049994e-03
1.1565155718e-01               1.2011620363e-01               5.6062161085e-03               2.3016154470e-01
3.4637803021e-01               5.8031783675e-01               9.1749639366e-01               9.1994733054e-03
7.8683951879e-01               5.6815583326e-01               1.3366665144e+00               1.8328837686e-02
1.9014726931e-01               2.7215853192e-02               1.7623689226e-01               4.1126230248e-02
2.1866575088e-01               1.9819353256e-01               4.0552178871e-01               1.1337494731e-02
1.7677709601e-01               1.4292622231e-01               2.8735009989e-01               3.2353218429e-02
3.3627728400e-02               1.4573487544e-01               1.7421046504e-01               5.1521388019e-03
1.3579812071e-01               1.9907040531e-01               2.2393566415e-01               1.1093286187e-01
4.8358293917e-01               3.6198099202e-01               8.3531013117e-01               1.0253800018e-02
